"Word","Weight"
"@_allrise_",0.0204129208875742
"@_thomasroberts",-1.51142477209782
"@-span.",0.165466432135885
"@10",0.802837745929959
"@1050,",0.108662675551165
"@1140wrva",-0.068809533514032
"@1370wspd:",0.214621427999864
"@1510wlac",-0.346747755682088
"@2011wgf",-0.0290259279802864
"@20pankratz33",0.177392973708644
"@230pm--chairing",0.405122041607899
"@2pmet:",-1.13897452017292
"@3407families",-0.417180036286679
"@360north",-0.933573223279576
"@3suzen6",-1.13897451918705
"@49thstateofmind",0.0192510834130097
"@511njgsp",0.177392975862027
"@515",-0.0556887141906057
"@560wvoc",0.441193379557373
"@5am",0.177686497752801
"@5news",0.441193380293393
"@5sahandful",0.413014930417661
"@5sahandful:",0.587240684730981
"@6:30.",0.355885563277425
"@60plusassoc",0.365772819941
"@6news",0.214621434681612
"@7:30",0.375419352867704
"@93wibc:",0.4780609545937
"@93wibc.",0.357802103480162
"@93wibc)",0.357802103816179
"@953mnc",0.019251089907757
"@953wplz",0.35780210434072
"@971fmtalk",0.593528644212778
"@971fmtalk’",0.214621438931595
"@a_bond23:",0.214621439270805
"@aaronadelson",0.357941992388362
"@aarpalaska",-1.13741761469054
"@aarphawaii",-0.0561229378130717
"@aauw",-0.00155689510452595
"@abaesq.",-0.0561229377962147
"@abbywambach",-0.193230658471288
"@abc",-1.09692792060086
"@abc’",-0.0529538682060819
"@ac360",-1.19966884371671
"@aceeedc",1.25982250384176
"@achall77",-0.264211413951427
"@acnjforkids",-0.928471545965049
"@acuconservative",-0.338241376713399
"@adamlevinecnn",0.413014936032391
"@addthis",0.141458585022129
"@adndotcom",0.0536330217298527
"@adnvillage:",-0.0561229389449344
"@adoptuskids",-0.0561229389280293
"@advocates4youth",-1.13897451066512
"@aedc",-0.923667281365371
"@afpaa",-0.0560907035982616
"@afphq",0.177686505736801
"@africacommand",0.365772825685299
"@afterschool4all",0.177686506412514
"@agalanwilson,",-0.400431010965103
"@agritalk",-0.00908095717992426
"@ahr_rankings:",0.0192440423316252
"@aipac",-1.34807005071636
"@airlinesassn",-0.338241372398122
"@ajc",-0.418029671241859
"@ajtxander",-0.0688095186665504
"@aksyrin",-0.124241820444537
"@alanagoodman",-0.0290259119418314
"@alaskadispatch:",-0.0561229342985183
"@alaskanps:",-0.0560329394562142
"@alaskansurveyor",-0.0561229342638745
"@alfranken",-0.338241370725591
"@alfranken,",-0.589799225408443
"@algore",-0.20714091957767
"@aliceinthewater:",-0.391452930031902
"@aliciamenendez:",-0.338241714507777
"@allencw",-0.0561232777197362
"@alplm:",-1.34807039234531
"@alroker!",-1.51142509929828
"@alyssahen18",0.0978217867830977
"@alzfdn",-1.13897484764124
"@ambassadorroos",0.742364124041917
"@americanewsroom",-1.30232955452052
"@americanhumane",0.0978246183905337
"@americanlegion",-0.219477982375369
"@americanu",-0.618917884685483
"@americasnewsroom",0.588063048213171
"@amhistorymuseum:",-0.6715344556739
"@amprog",-0.618917883645028
"@amprog,",-0.760680242292324
"@amprog:",-0.0683760167168175
"@amspec",-0.474281591228669
"@amtrak",1.09646746507444
"@amtrak,",-1.18381468758192
"@amyellisnutt",-0.923667616105464
"@ancdowntown",0.101215116201252
"@andersoncooper",-3.25693745885188e-05
"@andersoncooper:",1.25982216996799
"@andrea_mitchell",0.141582515352408
"@andrewrestuccia",-0.335820230331234
"@andrewskurka!",0.141379650960698
"@anoopdoggdesai--encourage",0.141473001594102
"@ap",0.587765472854199
"@ap)",-0.721833955792264
"@appleellie",-0.618917881108135
"@aprn",-0.940200773184126
"@arcelormittal",-0.291849809669296
"@arcimoto",-0.620407295399733
"@argonne",-0.238502046796055
"@argusjellis",-1.34722901902405
"@armywarcollege",-0.423976759943789
"@arneduncan",0.744412384000999
"@arneduncan,",-1.34807038348202
"@arnnradionews",-1.62694087781067
"@arthurbrooks",0.944208678577706
"@artsactionfund",0.742364130715562
"@asburyparkpress",-0.923667611354385
"@ascetweets",-1.15939415152972
"@ascoa",-0.335820226065256
"@ashevilledogs,",-0.230595982571679
"@associated",-0.335820224647625
"@astro_doug",-1.1384293125193
"@astro_ferg",0.304921428543471
"@astro_rex",1.96416279150589e-13
"@astro_rex,",1.13334096526235e-06
"@astro_sandy",-0.418030002315359
"@astros",1.46672905873322e-05
"@at_pitt:",0.141434301997906
"@athens_2011",0.40511130819401
"@attyabdul",0.214621112022797
"@attyabdul,",0.356802925645937
"@audubonsociety",0.0192442353840794
"@austinbaird:",0.405121725127188
"@bacco1",0.17739265794022
"@badgerjill",0.357941666184271
"@bakersfieldcali",-0.193290874896115
"@bakersfieldcali.",-0.418029999645814
"@baltimorepolice:",0.588815924650431
"@baltimoresun",-0.637636287917432
"@baltimoresun:",-1.11579149115842
"@bangordailynews",-0.474281580856293
"@barackobama,",-0.166072331563976
"@barackobama:",-0.567362745799973
"@barackobama.",0.1774807316027
"@bbcamerica",0.493103319028729
"@bblehmann",-0.618818630436266
"@bcvolunteers?",0.357941681068883
"@beaconnews:",-0.338206234002412
"@bechtel",-1.34807036376972
"@bellarmineu",0.740760534343642
"@ben_thompson00:",1.09646748877809
"@benquayle",0.141582540637221
"@benwinslow",0.000549458269800695
"@bettyintheloop",0.587646377415516
"@bigleaguestew",-0.923667590790657
"@billclinton,",0.287791095599068
"@billhaslam",-1.34807036209451
"@billhemmer",0.529127223132645
"@billlumaye",1.09646749080247
"@billowensny",0.61403248590975
"@billweirabc.",0.36513059278984
"@bioecorp",0.357941685251557
"@blambrecht,",0.2144364750366
"@bloomberg",0.377975839784116
"@bloombergview)",-0.193279440459367
"@bluestarfamily",0.177392678556146
"@bmaz",-0.00908116830684738
"@bmsalliance",0.174753444429901
"@bobcats",0.802826881594304
"@bobconnersshow",-0.00908116729394761
"@boblatta",-0.34674804877975
"@bobschieffer",0.964053826952363
"@bobschieffer.",0.0838224126497059
"@boeing",-1.43901829017896
"@boeingairplanes",-0.346846614307036
"@bonappetitmag",-0.335818527578108
"@bonjovi…",0.357943360356444
"@booktv",-0.338240006471997
"@border",0.357803474981147
"@boston484",-1.11578979767766
"@bostonglobe",8.32235541192825e-06
"@bostonreport",-0.499173231274035
"@boves",0.493105001742075
"@boyscouts",-0.942288655735671
"@bradsmi",-0.0561215667258248
"@bradybuzz",-0.932726878080236
"@brantbenninga",-0.923665908843875
"@brianalkire4,",-0.193255617953938
"@brianefallon:",1.37900550416242e-06
"@briankillheffer:",1.14340857443855
"@brianlehrer'",-0.335818521636373
"@brianschatz",-0.671718847762008
"@brianschatz,",-1.3746996755796
"@briansmitty",-1.13897313612043
"@brkimmel:",0.405123426406672
"@brokebroken",0.0298591648742341
"@bronxzooscobra",0.0192514716005885
"@brookewcashion:",-0.152289887920634
"@brookingsinst",0.335163676763417
"@broomheadshow",0.300780328585504
"@buckbeanbeer",-1.13833948686514
"@buckforcolorado",0.92697943509471
"@budgethawks",0.37075309627344
"@bullettooth60",-0.232162836368997
"@bushlibrary",0.335163692021185
"@butlerbb",0.300040889858925
"@butlerblue2",0.521158206069183
"@butleru",0.538857170660332
"@butleru!",0.211943567807456
"@bwilliam46",0.0192514576725046
"@byeagle37",-0.945809823650781
"@byronyork",-1.13897308122703
"@cacities",-6.57202402181419e-05
