"Word","V1"
"biz",0.0523594654268977
"judicial",0.053370988201568
"affordable",0.0533875163363294
"nominee",0.0536056872847965
"missing",0.0541656226265375
"arkansas",0.0548060834417293
"hosted",0.054908163009817
"stopped",0.0554644992857208
"voted",0.0554758956850308
"yr.",0.0559318487906528
"productive",0.0559892950041303
"glad",0.0564265672114579
"ensure",0.0570010671618631
"relief",0.0574177434425447
"breaking",0.0575659186903588
"vice",0.0576160026803917
"visiting",0.0579682348816728
"grand",0.0584299884440082
"debate:",0.0585774566761157
"’ll",0.0585788121729195
"mitch",0.0590138683521442
"require",0.0590497424372795
"voice",0.0601181497386059
"president,",0.0604451278807939
"running",0.0619856663854875
"days.",0.062236015577857
"#isintendedtobeafactualstatement",0.0627127422528327
"carolinians",0.0629936415023652
"policy",0.0631976744269984
"inhofe:",0.0632548314085479
"commerce",0.0637364682744468
"campus",0.0640838558928417
"issue.",0.0643154510323877
"washington,",0.0647557892322476
"laden",0.0648595643894635
"oped",0.0656645546994401
"reid",0.0658986925947632
"(via",0.0660691287233303
"planned",0.0665527226362062
"read:",0.0666414939026899
"bureau",0.0667222295932848
"falls",0.0673509493873174
"american",0.0674596147230603
"report",0.0676854342195805
"ctr",0.068199999719546
"speaking",0.0684243642523539
"run",0.0691152455896758
"paid.",0.0691775299006306
"school",0.0704354211446645
"failure",0.0706145014411227
"oil",0.0713951917785783
"law.",0.0718260021770702
"advocacy",0.072102305971024
"landed",0.072570989500748
"vs.",0.0734409506738671
"remarks",0.0734718896534612
"real",0.0738351376818376
"forum",0.074051888283899
"sorry",0.0745064241101223
"debating",0.0748686268353671
"sponsored",0.0753545895779002
"ethanol",0.0757028226666716
"asian",0.0757689132149409
"ceiling",0.0761081715401395
"borrowing",0.0771689303179213
"obamacare",0.0774761563401755
"#2011budget",0.0776599143183988
"construction",0.0777256014003909
"wishes",0.0791489914404091
"district",0.079171144504576
"nomination",0.079194339797905
"column",0.0793407799471649
"nelson",0.0794152909250471
"commitment",0.0794928326142399
"details",0.0795170949363118
"failing",0.0803348322551827
"vote:",0.0808253742204552
"recently",0.0809586695890359
"alaska",0.0811168523247175
"rand",0.0815529390730079
"international",0.0815682982418085
"taxes,",0.0816670937038572
"improve",0.0817491518217971
"debate",0.0818733526622067
"introduce",0.0825581498926754
"limit.",0.0831210402521783
"front",0.0836491753478776
"reagan",0.0839975227303378
"fresh",0.0843706290614781
"#ncaa",0.0850195773829171
"@thekudlowreport",0.0850498071624131
"1pm",0.0852948760037406
"ceiling,",0.0854313818051438
"rapid",0.0864536423874142
"fourth",0.0864733541347775
"cbo",0.0867486524542795
"region",0.0869535152624262
"remains",0.0870971775426216
"potential",0.0874513177170406
"video",0.0875050269829104
"maine",0.0882522361190482
"column:",0.0894553958273224
"dependence",0.0898420773152937
"corker",0.0899408760990053
"demands",0.089978507470704
"dollar",0.0900996580227435
"balancing",0.0912744804658741
"game",0.0913261437671327
"subsidies",0.0925054226502653
"halt",0.092834946655205
"honoring",0.0929196768894685
"competitive",0.0933370975386356
"dems",0.0944248406260788
"giving",0.0945764568189157
"indian",0.0945976900240852
"organizing",0.0951484122391226
"cong.",0.0954448629948867
"decision",0.0961522166981516
"ability",0.0962159221470578
"dedicated",0.0962710628158926
"blocked",0.0970621764123668
"labor",0.0980460397125837
"warm",0.0987646318412928
"fight",0.0990133640205214
"plant",0.0995739545857329
"epw",0.099765032629625
"lunch",0.0998583318553035
"goes",0.100039394678364
"failed",0.100121480037634
"@robportman",0.100282802884618
"climate",0.100973826898073
"page",0.101544737092457
"soc",0.101618095540288
"term",0.101960171882801
"including",0.102566762098744
"mcconnell",0.102867114126368
"admin.",0.103112366949067
"amazing",0.103380758886849
"offers",0.103615260503673
"onerous",0.104632946502073
"morning'",0.105666350965526
"approved",0.106246448929254
"alert",0.106882743987637
"sustainable",0.107181521811722
"jeff",0.107582939845219
"taxes.",0.107718968427664
"public",0.108736297479439
"credible",0.108880672462873
"land",0.108949044540372
"age",0.110111154896605
"debt,",0.110976302602914
"enjoying",0.111429929515419
"listening",0.11174670286078
"little",0.112282230758472
"obama'",0.112796173307432
"brave",0.113387914674851
"explains",0.113396471438007
"write",0.113455509871725
"communications",0.113873518851644
"harmful",0.114143162332809
"watch",0.115108435001891
"raised",0.115607752729986
"curb",0.115774544864183
"graham,",0.116553870997155
"tobacco",0.117470496998302
"responders",0.11779030748858
"sent",0.118467494641039
"est",0.118874004838202
"tree",0.118923101966944
"las",0.118957756084594
"spill",0.119001017075309
"lindsey",0.119038925108057
"delays",0.119311358011007
"applauds",0.119976599271806
"south",0.121169709565897
"#maidenspeech",0.121511726563098
"thanks",0.121698771249346
"presidential",0.122167145906936
"mil",0.122569119035406
"prepare",0.123246863181144
"lincoln",0.123324241103927
"omaha",0.124199230040088
"disaster",0.125460360353251
"beat",0.126188460065568
"introduces",0.126330539911716
"abuse",0.126704809692176
"analysis",0.12755847000293
"accountability",0.127879711089795
"confirmed",0.128193817090141
"report:",0.128349516643559
"amnesty",0.129275133864836
"supply",0.12949481834816
"gen.",0.129986122879025
"makes",0.130515367073978
"arlington",0.130563729279297
"coffee",0.131513500941103
"demand",0.131742273203765
"rich",0.132104141706476
"corp",0.132455943578166
"study",0.133064295449422
"session",0.133299647417577
"bay",0.134030356462822
"awareness",0.135093241694706
"boston",0.135439169881635
"highlights",0.136525039837506
"#libya.",0.137093096589504
"earth",0.13745051143251
"environment",0.138182154871228
"wishing",0.138428084681086
"remembering",0.139958553174619
"obama’",0.13998731820922
"branch",0.140848763241169
"test",0.142619068917721
"treatment",0.143243163200634
"president’",0.14339573842918
"chuck",0.145858610569599
"thx",0.14675685755711
"(pic)",0.147860738692508
"weeks",0.148186926982481
"warner",0.148432324548698
"approx.",0.148491593694752
"pat",0.148620219077183
"union",0.152068889458359
"worst",0.152708333398516
"emergency",0.154887149059709
"government.",0.155641893316219
"speed",0.156356823045278
"amendment.",0.156397191462483
"@raylahood",0.158056096401543
"dod",0.158173753613705
"round",0.159458376068384
"person",0.160273391658311
"scheduled",0.160852548512033
"john",0.163993815132382
"fish",0.164122178225265
"ronald",0.164340280923783
"ft.",0.16603724429301
"@gretawire",0.16622945681229
"tornadoes",0.167191085397212
"hill",0.1674722294195
"4pm",0.167703961427069
"@seanhannity",0.169094763369876
"fema",0.169638395756973
"wish",0.169954943181481
"decided",0.170960518904046
"@senatormenendez",0.171782822585721
"2pm",0.171981168720273
"appreciation",0.171989215316817
"est.",0.1721972881268
"regulators",0.172623752401507
"lugar'",0.172840977014808
"frank",0.1730918237623
"bridge",0.173856844955874
"@ronwyden",0.175899582380171
"contractors",0.180387504855118
"allow",0.180421415900246
"happen",0.180491523440642
"momentum.",0.180847017125583
"libya,",0.181292062735647
"wasteful",0.181786789865186
"-capacity",0.182629535512896
"spending,",0.184103349205359
"thanks.",0.186599613140624
"gain",0.186795584890036
"fuel",0.187068700585518
"lugar:",0.18712398586475
"industry",0.189890131274088
"rein",0.190359718518868
"et.",0.192582252401215
"hope",0.192626897747493
"chance",0.193218985585147
"solid",0.193488956022437
"snowe",0.194654814734028
"-term",0.19499943989332
"heart",0.195688388674101
"cbs",0.195850399847053
"mitchell",0.196120722860905
"#scports",0.196615157702716
"ohio",0.197530305946295
"answering",0.198344853973202
"democratic",0.199093844402007
"hoosiers",0.199409846168674
"math",0.199719487667917
"/via",0.201312375904145
"spent",0.201451648204226
"try",0.20205317576681
"power",0.202614167977871
"freedom.",0.203761495784885
"role",0.204368055478799
"homeless",0.204520171565349
"@roybluntpress:",0.206253693726368
"vet",0.206803253057409
"nevadans",0.2073710931144
"jackson",0.207636454814695
"festival",0.207724723458364
"@wsj",0.207873947431132
"dc.",0.209331964413403
"unemployed",0.213261610254485
"kansans",0.213792006150482
"@larry_kudlow",0.21493817604284
"inhofe,",0.214942887255842
"burr:",0.215591096223002
"applaud",0.217445396820976
"limits",0.217796001854062
"trip",0.219659914447188
"unveiling",0.220875466211363
"johanns:",0.22174601214318
"series",0.221791371601841
"dennis",0.223021585992606
"text",0.223100923562064
"dole",0.223680682103858
"monday",0.223807939129711
"offer",0.224992807789004
"gun",0.225728364872956
"#ky",0.226702973543459
"claims",0.226745672656259
"spending:",0.226793012752672
"mahalo",0.230930588778529
"ct.",0.231203088028424
"education",0.23151609355477
"resolve",0.234099918885684
"rotary",0.236541864914156
"balanced",0.237674449180212
"ice",0.238593117362704
"spends",0.239336737238999
"due",0.240653912430245
"news.",0.247117324267614
"brian",0.247984022990281
"coburn",0.249753187817639
"cornyn",0.249934190875868
"uni",0.251828234191527
"buy",0.252487145278328
"#time4compromise",0.25484164613395
"schedule",0.257012879229445
"paul",0.25731832129011
"#bba",0.257936027809439
"@senronjohnson",0.259207437467607
"missouri",0.270061199133475
"assault",0.270586570165289
"4:30",0.272660284922185
"morgan",0.276936672408474
"earmarks",0.277563119676916
"regulation",0.279308256569358
"vets",0.279616270902348
"#livetweet",0.285117103295297
"stood",0.286921853999753
"democrats'",0.293233677042144
"kansas",0.300952128175892
"uniform",0.307669175908026
"@lawrence",0.30769396498826
"baltimore",0.30891172593708
"regulations",0.309004051509664
"increasing",0.311236346858627
"#yttownhall",0.311957897759233
"death",0.313543514556512
"county",0.316320846255253
"#gangofsix",0.32050039345707
"@huffingtonpost",0.328865025408118
"wwii",0.329138353814316
"#afghanistan",0.335461977761848
"obamacare.",0.337510541995064
"ohioans",0.339638068274088
"park",0.340455670686835
"keeping",0.342157075890618
"bloomberg",0.343801273546105
"participating",0.356387498912085
"toomey'",0.357779278422039
"#notime2waste",0.360602704596686
"#wisconsin",0.366056692798524
"corker:",0.373587667638806
"bad",0.376368788050551
"endorsement",0.379114341551253
"#veterans",0.382815392713276
"top",0.39939071937543
"port",0.410508591882365
"set",0.419553822595989
"consider",0.432192884179834
"sessions:",0.469043095748013
"toomey:",0.504671602385109
"west",0.551067304977517
"ranking",0.564262944811942
