"Word","Weight"
"-air",0.0559937302336505
"-capacity",0.211800771412156
"-risk",-0.800279207830852
"-span",-0.279378434892491
"-staff",-0.154571627889647
"-studio",-0.539349339482972
"-term",0.269172670858971
"’ll",0.157620455543774
"(-ia)",-0.279578866087708
"(pic)",0.303141775087055
"(via",0.00218689247457233
"@amtrak",-0.264762641791284
"@barackobama",-0.231814408304794
"@chuckschumer",-0.231903289193511
"@chucktodd",-0.417765754809878
"@cnbc'",0.0347741805465938
"@facethenation",0.167436051140128
"@foxandfriends",-0.221717586494619
"@foxnews",0.290468984755407
"@grahamblog",0.153249353189874
"@gretawire",0.318649862388374
"@huffingtonpost",0.747955602166619
"@jerrymoran",-0.657579171319884
"@jimdemint",0.373603415171998
"@joelieberman,",0.166138002061082
"@kaybaileyhutch",0.752577698769353
"@larry_kudlow",0.45610527448332
"@lawrence",0.746804126013731
"@lisamurkowski",-0.444492424146335
"@maddow",-0.0072232602159205
"@marcorubio",-0.593777765424594
"@markreardonkmox",0.814082982732963
"@markwarner",-0.285091164369246
"@meetthepress",-0.151906070863679
"@mitchellreports",-0.780725576196081
"@nasa",-0.157990356018019
"@nytimes",-0.172720382102988
"@orrinhatch",-0.885267760094618
"@raylahood",0.296474304160452
"@reppaulryan",-0.0146059721800126
"@rickklein",-0.46714124690631
"@robportman",0.0475767433802369
"@ronwyden",0.364084029900353
"@roybluntpress:",0.487829390504771
"@seanhannity",0.21790117727632
"@senate_gops",0.0715003125345289
"@senatorakaka",0.210403252594927
"@senatorayotte",-0.671610703442508
"@senatorbarb",1.02246799287121
"@senatorbegich",-0.0812932754584104
"@senatorboxer",-0.161359260057672
"@senatorcardin",-0.719762142626588
"@senatorcarper",-0.837303700633232
"@senatorcollins",-0.182752118661165
"@senatorkirk",-0.748652244491588
"@senatorlugar",-0.962160648218551
"@senatormenendez",0.228412609133342
"@senatorreid",-0.634659702304303
"@senatorsanders",-0.038781488242796
"@senatorsessions",-0.331118230001162
"@sengillibrand",-0.133538642346467
"@senjeffmerkley",-0.662516115685515
"@senjohnbarrasso",-0.797620729084114
"@senjohnmccain",0.54442336209307
"@senronjohnson",0.489621442717578
"@sentoomey",0.0951629934183735
"@theearlyshow",-1.07520179871519
"@thekudlowreport",0.0772274851910159
"@todayshow",-0.0245002380963417
"@usda",-0.000735712384779979
"@usedgov",-0.0557749358492434
"@ussoccer_wnt",-0.206014417864849
"@whitehouse",-0.00493751824775495
"@wolfblitzercnn",-1.05249288199785
"@wsj",0.412186973095228
"/via",0.373939839970117
"#2011budget",0.0636629997433421
"#99countytour",-1.62233857343364
"#afghanistan",0.834574958729059
"#ak",-0.81002512765821
"#askobama",-0.0445227361866263
"#bba",0.616631331059399
"#bbamdt",0.041058471139069
"#bbth",0.103993603222063
"#bigoil",0.0284810417389145
"#boeing",-0.659963244073507
"#capact",-0.191392642371099
"#cnn",-0.146465851439144
"#congress",-0.473209679727509
"#cutcapbalance",0.213692567411624
"#cutcapbalance.",0.160914090187213
"#dailycut",-0.437865880997436
"#debt",-0.25830758480805
"#debt.",0.0219737120323094
"#debtceiling",0.252000062643463
"#debtceiling:",-0.746869768216549
"#deficit",-0.00403417192612857
"#doma",-0.328610047536154
"#dontendmedicare",-0.668647879698087
"#dreamact",-0.658216696700792
"#dreamact.",-1.63118250442456
"#dreamers",-1.40618272234206
"#dreamhearing",-0.613276702973534
"#dreamhearing:",-1.17251725281146
"#education",-1.59006203271648
"#egypt",-0.01545044390157
"#energy",-0.289623720135475
"#ethanol",-1.49322531966469
"#filibuster",-0.41064880804556
"#flood",-0.538102009942157
"#flooding",0.661605174466622
"#gangofsix",0.623019307522202
"#gasprices",-0.382854190442674
"#gop",0.369154634969085
"#gopbudget",0.0621072999786768
"#iditarod",-0.68114154897552
"#indiana",-1.11836769648443
"#isintendedtobeafactualstatement",0.107150388694804
"#itsnotagame.",-0.691104074748088
"#jobs.",-0.266944604494346
"#joplin",-0.706832193627828
"#ky",0.569973534573613
"#latcot",1.30703365386388
"#lgbt",0.523316879071307
"#libya",-0.315898936336267
"#libya.",0.305476358370912
"#livetweet",0.667486911179506
"#louisiana",-1.45480290677874
"#lugar",0.659131040072755
"#maidenspeech",0.0617311796773293
"#marchmadness",0.552330442817343
"#medicare",-0.825792963511109
"#mepolitics",-0.488971620785234
"#ncaa",0.0260955209148792
"#ncgop",-0.179805395337794
"#netde",0.928083469075264
"#nh",-0.805313390692354
"#nj",0.412091171283134
"#nlrb",-0.837277939383132
"#nmfire",-1.09136825986069
"#nola",-1.20495479685154
"#notime2waste",0.836052351934882
"#nuclear",-0.451962676535745
"#nvleg",-0.117367020068456
"#ny",-0.208410094903518
"#nyc",-1.06291350036984
"#obama",-0.733608057830345
"#obamacare.",0.926653947519513
"#obl",0.806960548017208
"#ohio",-0.18638195502976
"#oil",-0.0485875424735134
"#playbookbreakfast",-1.3987983698036
"#pollutedpolitics",-0.914399586226454
"#potus",-0.063705885127883
"#r2v",0.882712872961414
"#repealdoma",-1.41459656353851
"#scgop",-0.86073547648144
"#scports",0.5598581527814
"#sharedsacrifice",-0.193398876407096
"#shutdown",-0.896810487254075
"#shutdown.",-0.0160034027654643
"#smallbiz",-0.10109817917943
"#sotu.",-0.00504878828339319
"#sts135",0.476601481075688
"#tcot",-0.669676614964441
"#time4compromise",0.61979434735441
"#toomey",-0.119535016176115
"#topline",0.332165091050359
"#veterans",0.96114571963094
"#vets",-0.355844604876306
"#vt",-0.00111538256457304
"#wethepeople",-1.19433639747473
"#wisconsin",0.845146878183182
