"Word","V1"
"senate",0.0279262993441111
"decision",0.0286027648075503
"school",0.0289457588430168
"stopped",0.0290323575152006
"commitment",0.0291688810222666
"county.",0.0294172627103174
"south",0.0295706888354
"page",0.0296172262754785
"senate,",0.0298295422803976
"-air",0.0301303391089419
"asian",0.0302114643030062
"jeff",0.030665893324036
"@thekudlowreport",0.0306718616728655
"relief",0.0309848094776464
"remains",0.0321097999789399
"offers",0.0322825947606549
"est",0.0323946561896414
"visiting",0.0329735125265942
"highlights",0.0331357828958037
"subsidies",0.0335296792122764
"days.",0.033977831567554
"legislation:",0.0342418488454439
"accountability",0.0350970438957444
"paid.",0.0352105945355172
"approved",0.0352154100036456
"curb",0.0355929723664515
"person",0.0356139978131238
"dollar",0.0357261394620691
"cbo",0.0362265174675822
"reach",0.0374762794704921
"sustainable",0.0384428078309981
"including",0.038644398451189
"vs.",0.0387848910179809
"’ll",0.0390122298773632
"competitive",0.0402529166249955
"ethanol",0.0410755327312284
"analysis",0.0416272020391133
"study",0.0422113521023613
"#isintendedtobeafactualstatement",0.042222072640024
"debate:",0.0423939878221923
"omaha",0.0427390469726022
"introduce",0.0432246278912207
"policy",0.0432718506091903
"halt",0.043651900289239
"washington,",0.0443622964958187
"beat",0.0448293541307846
"explains",0.0448832975902614
"lindsey",0.0450471464032012
"oped",0.0451836888341916
"failing",0.0452136018647354
"nelson",0.0455208637050272
"harmful",0.045617279894635
"president,",0.0457582379889858
"obamacare",0.0458604551506093
"limit.",0.0462643741401299
"blocked",0.0466533817123259
"forum",0.0477457152239461
"environment",0.0478266279496064
"lunch",0.0482452813045108
"construction",0.0483212120501302
"column:",0.0488826762727505
"district",0.0489999155531448
"borrowing",0.0493896931096638
"read:",0.0500031422695247
"recently",0.0501732594621704
"reagan",0.0506703442269509
"communications",0.0508072808569192
"brave",0.0508346845859636
"game",0.0513927385513052
"indian",0.0516830129369661
"fight",0.0520128545245837
"credible",0.0526029756786335
"mcconnell",0.0528046621274612
"soc",0.0533727615625994
"sponsored",0.0536958280254928
"earth",0.0569873756509884
"admin.",0.0573472701616556
"coffee",0.0573549056361753
"session",0.0574816196883067
"alert",0.0577945425090477
"applauds",0.0592855259617686
"region",0.0599610806381901
"dod",0.060369644698631
"amnesty",0.0628167309527717
"corker",0.0629416472828072
"las",0.0629466277271952
"confirmed",0.0630082021839466
"epw",0.0630403141849551
"taxes,",0.0632200282373939
"potential",0.063489360181822
"vote:",0.0642447897556226
"write",0.0645797939697146
"debate",0.0658697600617211
"ronald",0.066306706431419
"little",0.0667158152291069
"labor",0.0668468763839448
"disaster",0.0669678942066133
"scheduled",0.0671059039140353
"prepare",0.0671626145472663
"climate",0.0671964392433823
"delays",0.067476626952739
"wishing",0.0682784717036347
"watch",0.0684043203525622
"treatment",0.0686513433093417
"spill",0.069243862692374
"honoring",0.0693790714007164
"ceiling,",0.0706401107560517
"gen.",0.0709964633174206
"responders",0.0716895141708779
"balancing",0.0743823119838456
"tree",0.0745482338946348
"plant",0.0751064309071889
"gain",0.0753869321880273
"organizing",0.0761311958582644
"branch",0.0768218427707184
"bay",0.0770032151926685
"test",0.0782094128114871
"-capacity",0.0784653454930881
"lincoln",0.0787393038545091
"ft.",0.0790010752141093
"rich",0.0790244183136157
"makes",0.0792676932034393
"failed",0.0801546551197504
"warner",0.0809333051104701
"@seanhannity",0.0810111676207206
"heart",0.081133833318544
"arlington",0.0815122798965641
"boston",0.0823701721216988
"@senatormenendez",0.0836536486011492
"morning'",0.0848130218768637
"debt,",0.085016598949165
"union",0.0851533391997029
"raised",0.0857307176499653
"tobacco",0.0877740969169834
"listening",0.0880109888449015
"4pm",0.0882263204378198
"happen",0.0882777818772412
"enjoying",0.0893182440106211
"demand",0.0915567722414942
"supply",0.0927538454473606
"graham,",0.0930814756494241
"obama'",0.0930944273039178
"presidential",0.0939517845428821
"thx",0.0945730548732969
"corp",0.0950016913252486
"mil",0.0955073385375362
"chuck",0.0955133240285744
"pat",0.0958608225996277
"remembering",0.096252900809951
"abuse",0.0968048143361921
"worst",0.0976445601763632
"emergency",0.0987315046375644
"thanks",0.0988828854303288
"-term",0.0995045889851011
"round",0.101655628268833
"introduces",0.102547501223968
"wasteful",0.102750718635922
"bridge",0.103336297316769
"contractors",0.10367215679957
"solid",0.103989755245493
"report:",0.10419716153073
"try",0.105232765758992
"festival",0.105295576675179
"approx.",0.105610298304889
"role",0.105906261556366
"@raylahood",0.107086677034013
"speed",0.107210450532066
"democratic",0.108701374685768
"lugar'",0.109079691751864
"president’",0.110315723904792
"momentum.",0.112270272104466
"#libya.",0.112712123706491
"brian",0.113455518991085
"vet",0.113721555566191
"obama’",0.114082209397657
"(pic)",0.114866480605234
"@gretawire",0.115257499312579
"hoosiers",0.117168433260492
"hope",0.117654368724175
"math",0.117953655063085
"tornadoes",0.118543511652108
"government.",0.120800177898088
"spent",0.121365114669931
"weeks",0.121543397559028
"#scports",0.121937788871657
"paul",0.123569774918602
"chance",0.123854700738848
"amendment.",0.125350239397581
"2pm",0.125772314010635
"decided",0.125829061848131
"est.",0.125862314528088
"appreciation",0.126141237209918
"john",0.127464333080688
"allow",0.127676925340272
"applaud",0.128112985848634
"et.",0.12853198557154
"wish",0.130123405042759
"fish",0.13035115569925
"spending,",0.130764107785507
"mitchell",0.131005007033745
"@ronwyden",0.131101901469262
"fema",0.132479092527234
"nevadans",0.132521549607574
"hill",0.13341484994056
"regulators",0.133496591250725
"unveiling",0.133506751104387
"thanks.",0.136936269496075
"cbs",0.13829148971936
"burr:",0.138762621019222
"/via",0.138779788059695
"frank",0.138917816045751
"limits",0.139937056374239
"lugar:",0.14093443405866
"monday",0.141138474037101
"answering",0.14536206135482
"libya,",0.147924547623512
"homeless",0.148363918668938
"industry",0.148644613433198
"@wsj",0.148861914873453
"mahalo",0.148903063856162
"rein",0.150667758892518
"dc.",0.151165988921718
"inhofe,",0.15152799955382
"unemployed",0.153170677380631
"snowe",0.15468528566854
"freedom.",0.158133051213249
"ohio",0.159219476115118
"kansans",0.161627849505777
"resolve",0.162170697552707
"offer",0.162316560803714
"rotary",0.162832041732495
"schedule",0.164029703115099
"@larry_kudlow",0.164365035059612
"@roybluntpress:",0.164494385109484
"johanns:",0.164651874627542
"balanced",0.165405173208789
"cornyn",0.165473174907146
"jackson",0.166036618033582
"power",0.166156242948273
"#ky",0.168736990634447
"series",0.170159854436652
"education",0.170527315671187
"buy",0.17163379660423
"dole",0.171985125362745
"spending:",0.172844795366938
"trip",0.174718765606027
"ct.",0.175252230267275
"gun",0.177149375518224
"regulation",0.177465345583515
"@senronjohnson",0.179343258488775
"text",0.179456948511128
"due",0.179832088488132
"news.",0.180468258065811
"coburn",0.181159953224545
"4:30",0.182455351828144
"dennis",0.18321379955645
"claims",0.184819036750889
"#time4compromise",0.189415447495919
"ice",0.192191471082693
"spends",0.193922634380531
"uniform",0.196925055121355
"#bba",0.203278069519982
"vets",0.204505438624424
"assault",0.206205897650433
"uni",0.20620884485065
"missouri",0.208490373470191
"earmarks",0.212477725969965
"#yttownhall",0.212516429040853
"death",0.212609341443731
"baltimore",0.215522713452521
"stood",0.215690213237043
"#gangofsix",0.221429652712128
"morgan",0.222524654297212
"increasing",0.22491928195155
"kansas",0.226363336057941
"#livetweet",0.2310804021122
"democrats'",0.231333524684253
"park",0.23779657978138
"@lawrence",0.240805063952243
"county",0.244533733090163
"obamacare.",0.246052445512342
"participating",0.249068674303278
"wwii",0.251984918710238
"#afghanistan",0.25285898330738
"regulations",0.253168695788267
"bloomberg",0.253560657977485
"corker:",0.254976643870284
"@huffingtonpost",0.268094477118726
"#veterans",0.277509156927835
"keeping",0.279340703500381
"port",0.280877310651524
"ohioans",0.28103912253466
"endorsement",0.284434103021357
"bad",0.286025219932809
"top",0.290597122979903
"toomey'",0.292309665925453
"#notime2waste",0.294428418251888
"#wisconsin",0.298768768658287
"set",0.318824001503069
"sessions:",0.319219045465776
"consider",0.329045783094252
"toomey:",0.356861685027749
"west",0.424949629188786
"ranking",0.457025781596649
