"Word","Weight"
"#-73",0.0280260560481194
"#1!",-0.203205002508798
"#12days",-0.194562901794967
"#1st2week",-0.203286298459014
"#1st2weeks",0.397504726014637
"#1st2weeks.",0.676375212818494
"#2.",0.560859422940595
"#2011!",0.730261360035121
"#2011moriverflood",-1.48850249903958
"#3.",0.397504668288598
"#30years",0.730261311852383
"#37",-1.17691714428199
"#3cs",0.730261304258824
"#4.",0.397504658785733
"#40",0.730261302349954
"#41",0.397504656877337
"#4days",0.730261300442003
"#4jobs",-0.405890886532584
"#4thofjuly",0.366491648405519
"#4thofjuly,",-0.67929102706146
"#4thofjuly!",-0.708962287795354
"#5280mayor",0.730260710827779
"#60days2go",-0.0605718541830766
"#804days",0.22079561640686
"#810",0.133964863947757
"#9/11",0.734746473086442
"#9/11victims",-0.34500171931817
"#99countytour:",0.885365010548409
"#99countytour.",0.433575378226282
"#99countytour#ethanol",0.711913772260295
"#9days",0.433575374370468
"#ac",-0.706310533014525
"#aca",0.133964821943468
"#acadiana",-0.743159077079903
"#advday11",-0.931285316574752
"#afn",-0.725364922411493
"#afterschool",-0.950464127081281
"#aha",-0.296297722114536
"#aipac",0.327544984249022
"#aipac2011",0.293161635312865
"#ak",-0.425646990791709
"#ak!",0.0932523735364402
"#aksen",-1.14659182905741
"#alas",0.198379345327903
"#alaska",0.284192624125784
"#alaska,",-0.1122404543715
"#alaskan",-0.0637410935110857
"#albany.",-0.712118956863103
"#alexandria",-4.73782931762138e-05
"#allrise",-0.076427705538951
"#als",0.133964666510023
"#america!",0.0320745107613343
"#americaexceptionalism.",-0.34559391588183
"#americainventsact.",-0.408544483540561
"#americanidol",0.293161479476736
"#americanlegion",0.29316147915258
"#amsterdam",-0.165841292866716
"#amtrak,",-0.200567395877148
"#amtrak’",-0.200908022405734
"#anchorage:",-0.0766094703776092
"#anwr",0.293143261904146
"#aprilfool'",-1.14659196754774
"#aqjailbreak",-0.423850837918682
"#arcitc",-0.948959023004912
"#arctic:",0.087327874652853
"#argop",-1.35568750754859
"#arizona.",0.16977552944916
"#armedforcesday",0.293161495949684
"#ashland,",-0.626535003434534
"#asiancarp",0.026386146084215
"#askbegich:",-0.299466936339172
"#askchuck",-0.0637403974702801
"#askchuckwebcast",0.596930632164111
"#askjerry.",0.510922098282998
"#askkay",0.397504603204564
"#askobama",-0.0605713169964993
"#askobama.",0.513963966947939
"#assad",-0.0302530249619512
"#atlantis,",-0.113227110611853
"#atlantis.",-0.533148637675893
"#att",-0.179674709102438
"#aurora",1.08885031045671
"#autism",-1.35099706555067
"#autos",-0.644676440341649
"#avifauna",-0.422658685874454
"#az",-0.366641181956436
"#azshooting.",-0.425647177087316
"#backinblack,",-0.931284785446527
"#backwardspriorities",0.730261191222528
"#bad4markets",-0.203286479032423
"#badgers",-0.203286479344239
"#bahrain,",0.734746953949574
"#bailout",-0.948939536441847
"#bakersfield",0.592275278299752
"#bakersfield’",-0.425647184327074
"#balancedbudget",-0.425647185025117
"#balancedbudget,",0.327544788335582
"#banking",0.795220245067627
"#bathsalts",-0.0637404511883824
"#batonrouge",-0.931284795587394
"#bba,",0.181708741721832
"#bbadmt:",0.205019379735056
"#bbamdt",0.365515431833108
"#bbamdt,",0.439669274648667
"#bbq",0.414733175855227
"#bbth",-0.0131268281427831
"#beaufort,",0.179463743402163
"#beer",-1.14659189775538
"#belmont",-0.063740325964996
"#beringsea",0.452362147735604
"#bft",-0.425647065230895
"#bhmgiants",0.170068627302093
"#bibispeech",-0.345858766995135
"#bigoil",-0.295611974769
"#bigoil,",-0.721399696706625
"#bigoil?",-0.604666682285517
"#bigoil.",-0.51275617123934
"#bigoilhearing",-0.502466464525939
"#bigomaha",-1.17691713910217
"#billshock",1.83032988650539e-05
"#binladen",-0.789889642368392
"#bio2011",-0.37742149074566
"#bipartisan",0.485486239709464
"#birthday",0.442730583907821
"#bitofahistorybuff",0.293161556157765
"#bluealert",-0.941190610360484
"#boatpeople",-0.353511774860931
"#bobis",0.169775587365774
"#boeing",-0.938322558216999
"#bostonglobe",-0.200907947611476
"#boulder",0.485486231508981
"#boyscouts",-0.0354503445229678
"#breastcancer.",0.66530148172694
"#brooklyn.",-0.679337625020481
"#bruins",-0.0605712715462763
"#brunswicknavalairstation",-0.941646861419516
"#budget,",-0.223589425383789
"#budget:",0.381158630568756
"#budgetcontrolact",0.971100900057088
"#buffalo",0.245576168021539
"#bulls",-0.915064483095677
"#bulls.",-1.35568777694143
"#bullying",-1.35568777870169
"#bureaucrats.",-0.0605715940641357
"#burma",-0.224713969042902
"#burma.",0.405501749209979
"#burma'",0.169774934331452
"#burmese",0.169775209356921
"#buyyoung",0.215971870174567
"#byu.",0.673585119693388
"#ca36",0.0480237746418404
"#calbaseball",0.542327946666471
"#california",-0.425647401139751
"#canada",0.327544572205688
"#capact",0.35815509682542
"#capact,",0.743336415439116
"#capact:",0.521509776232933
"#capact.",0.666469621661927
"#capconf",0.581941658643604
"#capcutbalance",-0.0355034024395956
"#car!",0.648840260370463
"#carlsbad.",-0.626535334996247
"#casen",-0.626535335921153
"#caucusweekend",1.13579024393438
"#caucusweekend.",-0.679338013016275
"#cavs.",-0.486633238123212
"#cavs..",0.45651586750069
"#cbsnews'",0.56090847799363
"#ccb,",0.812711152994002
"#cdbg",-0.774603311686305
"#census",0.50369402267119
"#ces4.0",-0.203286783448711
"#césar",-0.203008377202385
"#cfpb:",-0.679338033213511
"#cfpb?",0.358155012980248
"#chamber",0.397504239000052
"#charleston",-0.0637407512738711
"#chesapeake.",-0.717625614271958
