missingVotes,district,firstname,title,middlename,lastname,first.name,twitter_id,lo,up,party.y,party.x,state,icpsr.id,idealPoint,gender.y,gender.x,label,nameid,ideal_pointEst
39,3,Jason,Rep,,Chaffetz,Jason,jasoninthehouse,0.933039383549612,1.25099415089382,R,R,UT,NA,1.09877698718651,M,M,Chaffetz (R UT-3),C001076,3.42704524667
15,32,Judy,Rep,M.,Chu,Judy,RepJudyChu,-1.69827971365055,-1.2442541755439,D,D,CA,NA,-1.47900788156475,F,F,Chu (D CA-32),C001080,1.64879234752
11,13,Hansen,Rep,,Clarke,Hansen,hansenclarke,-1.57177768293788,-1.15694349390684,D,D,MI,NA,-1.36182780456416,M,M,Clarke (D MI-13),C001085,1.51286489613
25,11,Yvette,Rep,D.,Clarke,Yvette,YvetteClarke,-2.00744512828857,-1.45652003678631,D,D,NY,20733,-1.72096098520785,F,F,Clarke (D NY-11),C001067,1.44497213969
24,5,Emanuel,Rep,,Cleaver,Emanuel,repcleaver,-1.25543521071683,-0.931678189214043,D,D,MO,20517,-1.09928006963071,M,M,Cleaver II (D MO-5),C001061,1.70865412759
13,6,James,Rep,E.,Clyburn,James,clyburn,-1.12601640435515,-0.831352337836058,D,D,SC,39301,-0.968946882397494,M,M,Clyburn (D SC-6),C000537,1.34825201193
9,6,Mike,Rep,,Coffman,Mike,RepMikeCoffman,0.742406813558683,1.00879873267009,R,R,CO,NA,0.868956024847068,M,M,Coffman (R CO-6),C001077,3.57234477305
28,9,Steve,Rep,,Cohen,Steve,repcohen,-1.3486597673214,-1.00732041780538,D,D,TN,20748,-1.16922490717895,M,M,Cohen (D TN-9),C001068,1.77477311935
31,14,John,Rep,,Conyers,John,repjohnconyers,-1.36551635653706,-1.01488851198631,D,D,MI,10713,-1.18680250020765,M,M,Conyers Jr. (D MI-14),C000714,-0.709218433577
15,5,Jim,Rep,,Cooper,Jim,repjimcooper,-0.502658427759209,-0.302237803664092,D,D,TN,15018,-0.402136031765348,M,M,Cooper (D TN-5),C000754,1.91738631002
25,12,Jerry,Rep,F.,Costello,Jerry,jerrycostello,-0.546545250149895,-0.347349059608363,D,D,IL,15452,-0.443477398290488,M,M,Costello (D IL-12),C000794,1.40133819583
9,2,Joseph,Rep,D.,Courtney,Joe,connecticutjoe,-1.14710305311305,-0.843823804225167,D,D,CT,20706,-0.99605948400509,M,M,Courtney (D CT-2),C001069,1.00274313362
9,8,Chip,Rep,,Cravaack,Chip,RepChipCravaack,0.5713872047681,0.816450543102599,R,R,MN,NA,0.690034932099992,M,M,Cravaack (R MN-8),C001086,2.11574909562
10,1,Rick,Rep,,Crawford,Rick,RepRickCrawford,0.59026662808668,0.844919234162755,R,R,AR,NA,0.726107645241751,M,M,Crawford (R AR-1),C001087,2.09556911618
9,4,Ander,Rep,,Crenshaw,Ander,AnderCrenshaw,0.523957701337214,0.772134431167352,R,R,FL,20111,0.64474445867843,M,M,Crenshaw (R FL-4),C001045,2.28630567808
8,12,Mark,Rep,S.,Critz,Mark,RepMarkCritz,-0.469998262494038,-0.277199633707819,D,D,PA,NA,-0.377278015580541,M,M,Critz (D PA-12),C001081,1.58578349635
39,7,Joseph,Rep,,Crowley,Joseph,repjoecrowley,-1.50600567801184,-1.1022864884298,D,D,NY,29925,-1.28871688990631,M,M,Crowley (D NY-7),C001038,1.20424293905
6,28,Henry,Rep,,Cuellar,Henry,RepCuellar,-0.409306919631423,-0.221883323926618,D,D,TX,20533,-0.317479516929751,M,M,Cuellar (D TX-28),C001063,0.969020262459
69,7,John,Rep,A.,Culberson,John,congculberson,0.829020808613733,1.10768082925678,R,R,TX,20139,0.968093763416294,M,M,Culberson (R TX-7),C001048,2.57482342537
7,4,Geoff,Rep,,Davis,Geoff,RepGeoffDavis,0.540188858588983,0.793694834039006,R,R,KY,20511,0.671759328236444,M,M,Davis (R KY-4),D000603,4.1891842836
26,4,Peter,Rep,A.,DeFazio,Peter,RepPeterDeFazio,-0.933413450836863,-0.677130515136827,D,D,OR,15409,-0.79884301080837,M,M,DeFazio (D OR-4),D000191,1.36030103944
16,1,Diana,Rep,L.,DeGette,Diana,RepDianaDeGette,-1.47993664044653,-1.08329543945193,D,D,CO,29710,-1.2798717673371,F,F,DeGette (D CO-1),D000197,1.3084033444
11,3,Rosa,Rep,L.,DeLauro,Rosa,rosadelauro,-1.4934216659114,-1.09884845691776,D,D,CT,15813,-1.29421878054315,F,F,DeLauro (D CT-3),D000216,0.159366748015
21,19,Jeff,Rep,,Denham,Jeffrey,RepJeffDenham,0.664668028744659,0.925421930487,R,R,CA,NA,0.799487885505924,M,M,Denham (R CA-19),D000612,2.7609883749
5,4,Scott,Rep,,DesJarlais,Scott,tndesjarlais,0.765386366697124,1.0351530339678,R,R,TN,NA,0.898338870807292,M,M,DesJarlais (R TN-4),D000616,2.55990939322
37,19,Ted,Rep,,Deutch,Ted,repteddeutch,-1.43412555789319,-1.04064799561746,D,D,FL,NA,-1.23483764503749,M,M,Deutch (D FL-19),D000610,1.47021162245
21,21,Mario,Rep,,Diaz-Balart,Mario,MarioDB,0.350964619736886,0.576899242930823,R,R,FL,20316,0.465119897332106,M,M,Diaz-Balart (R FL-21),D000600,1.7389784582
14,6,Norman,Rep,D.,Dicks,Norman,RepNormDicks,-1.02497800052977,-0.747649980937469,D,D,WA,14413,-0.885422996101327,M,M,Dicks (D WA-6),D000327,1.01543861792
29,15,John,Rep,D.,Dingell,John,john_dingell,-1.02306705651248,-0.749243970338555,D,D,MI,2605,-0.886155653018847,M,M,Dingell (D MI-15),D000355,1.48840799259
19,25,Lloyd,Rep,A.,Doggett,Lloyd,RepLloydDoggett,-1.22027499722459,-0.903377616604987,D,D,TX,29571,-1.0543887586543,M,M,Doggett (D TX-25),D000399,1.77477311935
16,10,Robert,Rep,,Dold,Robert,RepDold,0.229100100440187,0.435046636555605,R,R,IL,NA,0.332276332219471,M,M,Dold (R IL-10),D000613,1.91254826173
4,2,Joe,Rep,,Donnelly,Joe,RepDonnelly,-0.404650161397835,-0.208477598501618,D,D,IN,20717,-0.303296007953865,M,M,Donnelly (D IN-2),D000607,1.64784239823
20,14,Michael,Rep,F.,Doyle,Mike,USRepMikeDoyle,-1.14578198837443,-0.852555627650836,D,D,PA,29561,-0.99424539904933,M,M,Doyle (D PA-14),D000482,1.77477311935
12,7,Sean,Rep,,Duffy,Sean,RepSeanDuffy,0.628785543292035,0.885815795674353,R,R,WI,NA,0.762887499261952,M,M,Duffy (R WI-7),D000614,2.74846859763
11,4,Donna,Rep,,Edwards,Donna,repdonnaedwards,-1.7116305799853,-1.24997646241543,D,D,MD,NA,-1.47915319202049,F,F,Edwards (D MD-4),E000290,0.779459336837
94,5,Keith,Rep,M.,Ellison,Keith,keithellison,-2.10936745260056,-1.5067431325088,D,D,MN,20727,-1.81406184298218,M,M,Ellison (D MN-5),E000288,1.33896215859
6,2,Renee,Rep,,Ellmers,Renee,RepReneeEllmers,0.75438812976253,1.02054336210581,R,R,NC,NA,0.880987374014797,F,F,Ellmers (R NC-2),E000291,1.77477311935
57,14,Anna,Rep,G.,Eshoo,Anna,RepAnnaEshoo,-1.219612844212,-0.892860856316799,D,D,CA,29312,-1.06120634858832,F,F,Eshoo (D CA-14),E000215,1.63856855883
16,17,Sam,Rep,,Farr,Sam,RepSamFarr,-1.44996356062427,-1.08442495198148,D,D,CA,29313,-1.2613782047033,M,M,Farr (D CA-17),F000030,1.77477311935
33,2,Chaka,Rep,,Fattah,Chaka,chakafattah,-1.26051044336473,-0.939291166873644,D,D,PA,29559,-1.0941866383601,M,M,Fattah (D PA-2),F000043,1.37980309723
61,51,Bob,Rep,,Filner,Bob,CongBobFilner,-2.68650341005469,-1.87218181174216,D,D,CA,29325,-2.24446542176109,M,M,Filner (D CA-51),F000116,1.7389784582
7,8,Stephen,Rep,,Fincher,Stephen,RepFincherTN08,0.770589314800436,1.03508402112605,R,R,TN,NA,0.902611324226964,M,M,Fincher (R TN-8),F000458,2.49024169068
12,8,Michael,Rep,,Fitzpatrick,Michael,RepFitzpatrick,0.196935569340241,0.396988629452702,R,R,PA,20524,0.29259781815913,M,M,Fitzpatrick (R PA-8),F000451,1.97794036824
31,6,Jeff,Rep,,Flake,Jeff,JeffFlake,1.03460694671446,1.38337508053027,R,R,AZ,20100,1.2123213124497,M,M,Flake (R AZ-6),F000444,2.16498774633
4,3,Chuck,Rep,,Fleischmann,Chuck,RepChuck,0.769384277214642,1.046385031809,R,R,TN,NA,0.915668860282366,M,M,Fleischmann (R TN-3),F000459,2.83434034181
8,4,John,Rep,,Fleming,John,RepFleming,1.05041720063995,1.40132753159556,R,R,LA,NA,1.22396437275649,M,M,Fleming (R LA-4),F000456,2.04370886395
13,17,Bill,Rep,,Flores,Bill,RepFlores,0.92969604201528,1.23742711901191,R,R,TX,NA,1.08817411740832,M,M,Flores (R TX-17),F000461,3.41291260951
9,4,James,Rep,Randy,Forbes,J.,Randy_Forbes,0.542879361131314,0.787669195223296,R,R,VA,20143,0.671077204900244,M,M,Forbes (R VA-4),F000445,3.30109503605
15,1,Jeff,Rep,,Fortenberry,Jeff,JeffFortenberry,0.300910942135709,0.511502870754357,R,R,NE,20518,0.408837221414961,M,M,Fortenberry (R NE-1),F000449,3.26935862284
6,5,Virginia,Rep,Ann,Foxx,Virginia,virginiafoxx,1.00943227518966,1.33739581615078,R,R,NC,20521,1.16793038553972,F,F,Foxx (R NC-5),F000450,2.49277763681
11,2,Trent,Rep,,Franks,Trent,RepTrentFranks,1.00201360033752,1.32793513792021,R,R,AZ,20304,1.165029548829,M,M,Franks (R AZ-2),F000448,3.67454552649
116,11,Rodney,Rep,P.,Frelinghuysen,Rodney,RodneyforNJ,0.373308596902525,0.616866666331037,R,R,NJ,29541,0.490143287344012,M,M,Frelinghuysen (R NJ-11),F000372,2.05794976531
10,11,Marcia,Rep,L.,Fudge,Marcia,marciafudge,-1.63251471775709,-1.20178345598385,D,D,OH,NA,-1.41391545563372,F,F,Fudge (D OH-11),F000455,1.75065249474
14,24,Elton,Rep,W.,Gallegly,Elton,eltongallegly24,0.655388911533208,0.908678645579966,R,R,CA,15412,0.780680544405646,M,M,Gallegly (R CA-24),G000021,1.61204773709
34,10,John,Rep,,Garamendi,John,garamendica10,-1.51271862694758,-1.12340898530944,D,D,CA,NA,-1.30431488958728,M,M,Garamendi (D CA-10),G000559,NA
6,4,Cory,Rep,,Gardner,Cory,RepCory,0.656623950546054,0.918292875817292,R,R,CO,NA,0.791255384544143,M,M,Gardner (R CO-4),G000562,2.12620770095
13,6,Jim,Rep,,Gerlach,Jim,JimGerlach,0.249298989550586,0.454122710016291,R,R,PA,20345,0.356034119104227,M,M,Gerlach (R PA-6),G000549,2.23196070237
6,18,Bob,Rep,,Gibbs,Bob,Bob_gibbs,0.7270049518846,0.990457112825052,R,R,OH,NA,0.855464597519391,M,M,Gibbs (R OH-18),G000563,1.92175247723
6,20,Christopher,Rep,,Gibson,Chris,RepChrisGibson,0.16763463996534,0.364213104038282,R,R,NY,NA,0.275448823740996,M,M,Gibson (R NY-20),G000564,2.63607513271
684,8,Gabrielle,Rep,,Giffords,Gabrielle,Rep_Giffords,-2.01739130540915,-0.173451580015947,D,D,AZ,20701,-1.050211472975,F,F,Giffords (D AZ-8),G000554,1.41341213085
51,11,Phil,Rep,,Gingrey,Phil,RepPhilGingrey,0.882422778440597,1.17047680249928,R,R,GA,20319,1.026735501701,M,M,Gingrey (R GA-11),G000550,4.19202951821
53,1,Louis,Rep,,Gohmert,Louie,replouiegohmert,0.741892541346801,1.00571466843043,R,R,TX,20527,0.868184034011501,M,M,Gohmert (R TX-1),G000552,2.28980111524
6,6,Robert,Rep,W.,Goodlatte,Robert,RepGoodlatte,0.819729284037373,1.09075823156816,R,R,VA,39308,0.957820568994813,M,M,Goodlatte (R VA-6),G000289,2.18667213232
8,1,Paul,Rep,,Gosar,Paul,RepGosar,0.666200684113442,0.922930086441315,R,R,AZ,NA,0.792906965435058,M,M,Gosar (R AZ-1),G000565,2.42442361969
21,12,Kay,Rep,,Granger,Kay,RepKayGranger,0.58057529591517,0.834592903731444,R,R,TX,29762,0.717297514171336,F,F,Granger (R TX-12),G000377,3.20939079641
8,9,John,Rep,Thomas,Graves,Tom,reptomgraves,1.22762923080322,1.66536460268972,R,R,GA,NA,1.4447052712588,M,M,Graves (R GA-9),G000560,4.85522494171
27,29,Al,Rep,,Green,Gene,RepAlGreen,-0.48757072356043,-0.289292134485395,D,D,TX,39304,-0.385908697916728,M,M,Green (D TX-29),G000410,1.83458751139
14,9,Al,Rep,,Green,Al,RepAlGreen,-0.77108812481407,-0.541259282506247,D,D,TX,20529,-0.662321043623978,M,M,Green (D TX-9),G000553,1.83458751139
27,29,Raymond,Rep,Eugene,Green,Gene,RepGeneGreen,-0.48757072356043,-0.289292134485395,D,D,TX,39304,-0.385908697916728,M,M,Green (D TX-29),G000410,1.77477311935
14,9,Raymond,Rep,Eugene,Green,Al,RepGeneGreen,-0.77108812481407,-0.541259282506247,D,D,TX,20529,-0.662321043623978,M,M,Green (D TX-9),G000553,1.77477311935
6,2,Tim,Rep,,Griffin,Tim,RepTimGriffin,0.704431318098876,0.968035929248571,R,R,AR,NA,0.838710606772909,M,M,Griffin (R AR-2),G000567,5.16024979123
22,9,Morgan,Rep,,Griffith,Morgan,RepMGriffith,0.720746105533614,0.971850699394364,R,R,VA,NA,0.845333688203912,M,M,Griffith (R VA-9),G000568,2.21432161863
40,7,Raul,Rep,M.,Grijalva,Raúl,repraulgrijalva,-1.51767972853021,-1.12339100626139,D,D,AZ,20305,-1.31804452584412,M,M,Grijalva (D AZ-7),G000551,1.43060577631
14,1,Frank,Rep,,Guinta,Frank,frankguinta,0.719654079202981,0.98907385680919,R,R,NH,NA,0.862858713546469,M,M,Guinta (R NH-1),G000570,2.0795035251
63,4,Luis,Rep,V.,Gutierrez,Luis,repgutierrez,-1.38220290860853,-1.01671793625575,D,D,IL,29348,-1.2027954888248,M,M,Gutierrez (D IL-4),G000535,1.64879234752
13,1,Colleen,Rep,,Hanabusa,Colleen,colleenhanabusa,-1.30376420844874,-0.958587412788068,D,D,HI,NA,-1.12903246847603,F,F,Hanabusa (D HI-1),H001050,1.36311524557
31,24,Richard,Rep,,Hanna,Richard,RepRichardHanna,0.198101764145846,0.400003181869384,R,R,NY,NA,0.295133838076945,M,M,Hanna (R NY-24),H001051,1.32192596671
606,36,Jane,Rep,,Harman,Jane,RepJaneHarman,-1.09043721453057,-0.552883569450873,D,D,CA,29318,-0.808833248678956,F,F,Harman (D CA-36),H000213,1.45799796633
8,3,Gregg,Rep,,Harper,Gregg,GreggHarper,0.651957668737605,0.906736651050652,R,R,MS,NA,0.784582412448076,M,M,Harper (R MS-3),H001045,3.50559235116
6,4,Vicky,Rep,,Hartzler,Vicky,RepHartzler,0.82999868486825,1.11339736289255,R,R,MO,NA,0.976454056212615,F,F,Hartzler (R MO-4),H001053,2.0795035251
7,19,Nan,Rep,,Hayworth,Nan,RepNanHayworth,0.39033010451549,0.61680501266761,R,R,NY,NA,0.510605912079394,F,F,Hayworth (R NY-19),H001054,1.77477311935
4,3,Joe,Rep,,Heck,Joe,heck4nevada,0.391132460061815,0.622106042093912,R,R,NV,NA,0.503245942505027,M,M,Heck (R NV-3),H001055,1.77477311935
404,2,Dean,Rep,,Heller,Dean,DeanHeller,0.638952627900015,1.0270662392371,R,R,NV,20730,0.816137900796488,M,M,Heller (R NV-2),H001041,2.43364360285
6,5,Jeb,Rep,,Hensarling,Jeb,RepHensarling,1.18408247231611,1.61580066153401,R,R,TX,20352,1.40439583191717,M,M,Hensarling (R TX-5),H001036,2.91979277545
11,3,Jaime,Rep,,Herrera,Jaime,herrerabeutler,0.487959088638885,0.732313783526797,R,R,WA,NA,0.613518050222573,F,F,Herrera Beutler (R WA-3),H001056,1.77477311935
15,27,Brian,Rep,M.,Higgins,Brian,RepBrianHiggins,-1.12181336346133,-0.816421252540837,D,D,NY,20519,-0.970222010539152,M,M,Higgins (D NY-27),H001038,1.03719881405
8,4,Jim,Rep,,Himes,Jim,jahimes,-0.861657238441388,-0.622174911865729,D,D,CT,NA,-0.741521038877962,M,M,Himes (D CT-4),H001047,1.77477311935
212,22,Maurice,Rep,D.,Hinchey,Maurice,mauricehinchey,-1.58334998445303,-1.12215690885469,D,D,NY,29380,-1.36136752453674,M,M,Hinchey (D NY-22),H000627,1.2640573311
98,15,Ruben,Rep,E.,Hinojosa,Rubén,USRepRHinojosa,-0.736341407768854,-0.501361735291067,D,D,TX,29763,-0.609023899662629,M,M,Hinojosa (D TX-15),H000636,1.77477311935
32,2,Mazie,Rep,K.,Hirono,Mazie,maziehirono,-1.70841133177997,-1.25356449534385,D,D,HI,20713,-1.48178279417938,F,F,Hirono (D HI-2),H001042,1.33896215859
51,17,Tim,Rep,,Holden,Tim,RepTimHolden,-0.386416678648291,-0.194465979725783,D,D,PA,29396,-0.286309920782016,M,M,Holden (D PA-17),H000712,1.81495769824
6,12,Rush,Rep,D.,Holt,Rush,rushholt,-1.55985895369388,-1.160143852642,D,D,NJ,29923,-1.35380665420023,M,M,Holt (D NJ-12),H001032,1.64784239823
29,15,Michael,Rep,M.,Honda,Michael,RepMikeHonda,-1.83994692880519,-1.33475495854565,D,D,CA,20103,-1.58397783488506,M,M,Honda (D CA-15),H001034,1.49004596669
47,5,Steny,Rep,H.,Hoyer,Steny,leaderhoyer,-1.19364377804358,-0.880346414720141,D,D,MD,14873,-1.02663519353445,M,M,Hoyer (D MD-5),H000874,NA
6,1,Tim,Rep,,Huelskamp,Tim,conghuelskamp,0.910938821722349,1.22234282045527,R,R,KS,NA,1.07836835878877,M,M,Huelskamp (R KS-1),H001057,2.68902450178
8,2,Bill,Rep,,Huizenga,Bill,rephuizenga,0.98352532303215,1.30015063450705,R,R,MI,NA,1.14065745029725,M,M,Huizenga (R MI-2),H001058,4.18098832303
7,14,Randy,Rep,,Hultgren,Randy,randyhultgren,0.670562351953725,0.932983532498449,R,R,IL,NA,0.804663076083263,M,M,Hultgren (R IL-14),H001059,2.26697883154
17,5,Robert,Rep,,Hurt,Robert,RepRobertHurt,0.934318138853571,1.25339289170423,R,R,VA,NA,1.09708866296652,M,M,Hurt (R VA-5),H001060,3.56856879599
10,2,Steve,Rep,J.,Israel,Steve,RepSteveIsrael,-1.15293100840654,-0.845315579113116,D,D,NY,20129,-1.00286008898248,M,M,Israel (D NY-2),I000057,1.29149445089
12,49,Darrell,Rep,,Issa,Darrell,DarrellIssa,0.878237118502179,1.17124776610058,R,R,CA,20107,1.02574461109062,M,M,Issa (R CA-49),I000056,3.003254068
27,18,Sheila,Rep,,Jackson Lee,Sheila,JacksonLeeTX18,-0.902221126619158,-0.658413448654591,D,D,TX,29573,-0.780449943948755,F,F,Jackson-Lee (D TX-18),J000032,1.64879234752
4,2,Lynn,Rep,M.,Jenkins,Lynn,RepLynnJenkins,0.842295977701125,1.12640236981118,R,R,KS,NA,0.99096152567552,F,F,Jenkins (R KS-2),J000290,3.7074625855
35,4,Henry,Rep,C.,Johnson,Hank,RepHankJohnson,-1.35887142696018,-0.990901961428292,D,D,GA,20712,-1.17121380902733,M,M,Johnson (D GA-4),J000288,1.79682096036
27,15,Timothy,Rep,V.,Johnson,Timothy,RepTimJohnson,0.253401391347355,0.456058334679616,R,R,IL,20116,0.355192336007061,M,M,Johnson (R IL-15),J000285,1.77477311935
6,6,Bill,Rep,,Johnson,Bill,repbilljohnson,0.772635755175018,1.04329747417567,R,R,OH,NA,0.917616300053674,M,M,Johnson (R OH-6),J000292,1.92175247723
17,30,Eddie,Rep,Bernice,Johnson,Eddie,RepEBJ,-1.14001700703145,-0.84439608842167,D,D,TX,39305,-0.99657435722147,F,F,Johnson (D TX-30),J000126,0.989171429553
60,3,Eddie,Rep,Bernice,Johnson,Sam,RepEBJ,1.06519278553188,1.4158483083257,R,D,TX,15843,1.23425461597834,M,F,Johnson (R TX-3),J000174,0.989171429553
13,3,Walter,Rep,Beaman,Jones,Walter,RepWalterJones,0.00578488059839911,0.190423846782471,R,R,NC,29546,0.0979839007428505,M,M,Jones (R NC-3),J000255,2.05303552208
23,4,James,Rep,,Jordan,Jim,Jim_Jordan,1.2756149070115,1.77060693166579,R,R,OH,20738,1.52485961068425,M,M,Jordan (R OH-4),J000289,3.94113010126
35,10,Bill,Rep,,Keating,Bill,USRep_Keating,-1.11031519844303,-0.816655160696225,D,D,MA,NA,-0.969833584941535,M,M,Keating (D MA-10),K000375,1.66303506833
11,3,Ronald,Rep,James,Kind,Ron,repronkind,-0.924595272272426,-0.671421447432799,D,D,WI,29769,-0.796168213684328,M,M,Kind (D WI-3),K000188,1.13088016532
33,5,Steve,Rep,A.,King,Steve,SteveKingPress,0.704791252070186,0.964966174449009,R,R,IA,20325,0.834445650519998,M,M,King (R IA-5),K000362,NA
12,3,Peter,Rep,T.,King,Peter,RepPeteKing,0.348797888636455,0.570535061598635,R,R,NY,29375,0.459387117363437,M,M,King (R NY-3),K000210,1.85788588947
15,1,Jack,Rep,,Kingston,Jack,JackKingston,0.771512946681793,1.03529985069216,R,R,GA,29338,0.907094299461003,M,M,Kingston (R GA-1),K000220,2.34251638433
9,11,Adam,Rep,,Kinzinger,Adam,RepKinzinger,0.428658210485338,0.659822704414418,R,R,IL,NA,0.550397365572996,M,M,Kinzinger (R IL-11),K000378,1.86670926271
4,2,John,Rep,P.,Kline,John,repjohnkline,0.871028422945777,1.17158998949183,R,R,MN,20333,1.02540760553892,M,M,Kline (R MN-2),K000363,2.10832901579
9,10,Dennis,Rep,J.,Kucinich,Dennis,Dennis_Kucinich,-1.29601088295064,-0.962203648145193,D,D,OH,29748,-1.12503268344123,M,M,Kucinich (D OH-10),K000336,1.6275785125
25,1,Raul,Rep,,Labrador,Raul,Raul_Labrador,0.875358473997172,1.17203859304547,R,R,ID,NA,1.02011200822322,M,M,Labrador (R ID-1),L000573,2.2071644395
43,3,Jeff,Rep,,Landry,Jeff,repjefflandry,0.90908855135266,1.2166969718057,R,R,LA,NA,1.06778248064739,M,M,Landry (R LA-3),L000574,2.01402376021
18,2,James,Rep,R.,Langevin,Jim,jimlangevin,-1.18033652776624,-0.874045957770934,D,D,RI,20136,-1.02130275710886,M,M,Langevin (D RI-2),L000559,1.77477311935
6,5,James,Rep,,Lankford,James,replankford,0.898505050023537,1.20023757947403,R,R,OK,NA,1.06075550310424,M,M,Lankford (R OK-5),L000575,2.00762227987
9,2,Rick,Rep,,Larsen,Rick,larsenrick,-0.903090524828216,-0.651139509805322,D,D,WA,20145,-0.77347737097393,M,M,Larsen (D WA-2),L000560,1.19472835559
43,1,John,Rep,B.,Larson,John,repjohnlarson,-1.31526952486538,-0.980643657599,D,D,CT,29908,-1.15039151235544,M,M,Larson (D CT-1),L000557,1.44009316892
11,4,Thomas,Rep,P.,Latham,Tom,TomLatham,0.456479896501763,0.689379975750452,R,R,IA,29522,0.577723853458679,M,M,Latham (R IA-4),L000111,2.48193562394
19,14,Steven,Rep,C.,LaTourette,Steven,LaTourette14,0.198308293273198,0.395954651172602,R,R,OH,29553,0.300475230782311,M,M,LaTourette (R OH-14),L000553,NA
5,5,Robert,Rep,Edward,Latta,Robert,boblatta,0.963502660308112,1.29033485429571,R,R,OH,99998,1.13559534612661,M,M,Latta (R OH-5),L000566,4.35993102296
668,26,Christopher,Rep,J.,Lee,Christopher,chrislee_ny26,0.210480117596012,2.39304465771644,R,R,NY,NA,1.10603871999103,M,M,Lee (R NY-26),L000568,NA
5,12,Sander,Rep,M.,Levin,Sander,repsandylevin,-1.21973796330458,-0.910072074118983,D,D,MI,15032,-1.05184222889729,M,M,Levin (D MI-12),L000263,1.77477311935
7,41,Jerry,Rep,,Lewis,Jerry,RepJerryLewis,0.498614364246945,0.739237229560951,R,R,CA,14644,0.619652867114736,M,M,Lewis (R CA-41),L000274,1.94008428549
24,5,John,Rep,R.,Lewis,John,RepJohnLewis,-1.86459458920497,-1.34362216395917,D,D,GA,15430,-1.6077320143109,M,M,Lewis (D GA-5),L000287,1.40026557183
4,2,Frank,Rep,A.,LoBiondo,Frank,RepLoBiondo,0.192095994656253,0.389011666970519,R,R,NJ,29539,0.297702283961672,M,M,LoBiondo (R NJ-2),L000554,1.64784239823
54,7,Billy,Rep,,Long,Billy,BillyLongMO7,1.03607616069052,1.39787388170802,R,R,MO,NA,1.21621591342595,M,M,Long (R MO-7),L000576,2.39260075255
9,18,Nita,Rep,M.,Lowey,Nita,NitaLowey,-1.2619659400355,-0.9225390104961,D,D,NY,15614,-1.09842554721901,F,F,Lowey (D NY-18),L000480,1.44958688112
22,3,Ben,Rep,Ray,Lujan,Ben,repbenraylujan,-1.19936928050491,-0.875564229688342,D,D,NM,NA,-1.04620232601288,M,M,Lujan (D NM-3),L000570,1.19249297897
30,1,Cynthia,Rep,M.,Lummis,Cynthia,CynthiaLummis,0.746242227015569,1.00663702168434,R,R,WY,NA,0.884754264256501,F,F,Lummis (R WY-1),L000571,3.6233383516
25,14,Connie,Rep,,Mack,Connie,RepConnieMack,0.989482578552529,1.318080031196,R,R,FL,20503,1.15505688296048,M,M,Mack (R FL-14),M001155,1.93925130498
26,14,Carolyn,Rep,B.,Maloney,Carolyn,carolynbmaloney,-1.52383513430293,-1.11835484524299,D,D,NY,29379,-1.31266709469476,F,F,Maloney (D NY-14),M000087,0.832380131868
47,16,Donald,Rep,A.,Manzullo,Donald,donmanzullo,0.790320093393355,1.07369779388525,R,R,IL,29349,0.942232775475404,M,M,Manzullo (R IL-16),M001138,2.47961283205
45,24,Kenny,Rep,E.,Marchant,Kenny,RepKenMarchant,0.87900927063943,1.17105237348125,R,R,TX,20532,1.01775792240074,M,M,Marchant (R TX-24),M001158,5.0170143551
7,10,Thomas,Rep,,Marino,Tom,RepTomMarino,0.669186267307288,0.934323743888873,R,R,PA,NA,0.801367648089753,M,M,Marino (R PA-10),M001179,2.40156205935
24,7,Edward,Rep,J.,Markey,Edward,markeymemo,-1.93967038972392,-1.40560084722496,D,D,MA,14435,-1.69057158638797,M,M,Markey (D MA-7),M000133,1.77477311935
9,2,Jim,Rep,,Matheson,Jim,RepJimMatheson,-0.263344379667364,-0.079219370415544,D,D,UT,20140,-0.170177248494496,M,M,Matheson (D UT-2),M001142,1.96897906144
6,5,Doris,Rep,O.,Matsui,Doris,DorisMatsui,-1.51069057659091,-1.11191602551831,D,D,CA,20538,-1.3084915104544,F,F,Matsui (D CA-5),M001163,1.64879234752
10,22,Kevin,Rep,,McCarthy,Kevin,GOPWhip,0.84524311935539,1.12675235041358,R,R,CA,20703,0.99161819052538,M,M,McCarthy (R CA-22),M001165,4.28172359298
91,4,Carolyn,Rep,,McCarthy,Carolyn,RepMcCarthyNY,-0.948587250738136,-0.686183652948383,D,D,NY,29744,-0.816666294832496,F,F,McCarthy (D NY-4),M000309,1.06984083645
8,10,Michael,Rep,T.,McCaul,Michael,McCaulPressShop,0.658260169157617,0.919587484008467,R,R,TX,20530,0.796869148738241,M,M,McCaul (R TX-10),M001157,2.44477898469
5,4,Tom,Rep,,McClintock,Tom,RepMcClintock,0.762901265206191,1.02156960045734,R,R,CA,NA,0.893001359916708,M,M,McClintock (R CA-4),M001177,1.91328080593
56,11,Thaddeus,Rep,G.,McCotter,Thaddeus,ThadMcCotter,0.445376977399791,0.693979072434714,R,R,MI,20332,0.58143828646105,M,M,McCotter (R MI-11),M001147,2.12012899107
31,7,James,Rep,A.,McDermott,Jim,RepJimMcDermott,-1.74516709370625,-1.27248056342776,D,D,WA,15616,-1.48900146038976,M,M,McDermott (D WA-7),M000404,0.937822317695
